Tiempo,Pandora mm (637km2),Banano mm (90km2)
7/26/1978,3.73,17.47
7/27/1978,4.76,14.59
7/28/1978,51.13,13.82
7/29/1978,18.45,14.02
7/30/1978,10.93,14.40
7/31/1978,12.51,14.59
8/1/1978,7.74,20.26
8/2/1978,5.95,22.08
8/3/1978,4.76,24.10
8/4/1978,4.15,18.14
8/5/1978,3.87,14.78
8/6/1978,3.46,16.51
8/7/1978,3.80,15.17
8/8/1978,3.59,16.22
8/9/1978,3.34,14.21
8/10/1978,4.91,28.13
8/11/1978,13.14,17.38
8/12/1978,7.45,11.71
8/13/1978,6.82,9.79
8/14/1978,5.33,8.76
8/15/1978,4.22,14.98
8/16/1978,14.24,12.96
8/17/1978,70.26,9.98
8/18/1978,15.73,9.14
8/19/1978,9.05,7.91
8/20/1978,6.52,9.98
8/21/1978,5.09,9.47
8/22/1978,4.30,9.43
8/23/1978,3.73,9.70
8/24/1978,3.39,9.02
8/25/1978,3.15,10.46
8/26/1978,2.90,10.66
8/27/1978,3.87,9.27
8/28/1978,3.02,10.08
8/29/1978,2.74,8.90
8/30/1978,2.69,12.10
8/31/1978,2.58,13.54
9/1/1978,2.50,14.02
9/2/1978,2.46,13.34
9/3/1978,3.39,12.48
9/4/1978,2.69,14.11
9/5/1978,2.56,15.46
9/6/1978,2.46,21.50
9/7/1978,2.33,14.78
9/8/1978,2.21,14.78
9/9/1978,2.20,12.48
9/10/1978,2.17,24.48
9/11/1978,2.16,13.73
9/12/1978,2.13,15.17
9/13/1978,2.12,15.74
9/14/1978,2.09,19.78
9/15/1978,2.08,14.78
9/16/1978,2.09,12.48
9/17/1978,2.85,37.34
9/18/1978,2.47,17.09
9/19/1978,2.27,14.21
9/20/1978,2.17,13.34
9/21/1978,2.08,11.81
9/22/1978,1.99,11.33
9/23/1978,1.90,14.78
9/24/1978,1.80,16.70
9/25/1978,1.78,15.94
9/26/1978,1.75,13.15
9/27/1978,1.74,14.59
9/28/1978,1.71,16.32
9/29/1978,1.68,13.54
9/30/1978,1.65,14.69
10/1/1978,1.64,14.21
10/2/1978,1.64,30.14
10/3/1978,1.63,28.51
10/4/1978,1.63,19.20
10/5/1978,1.63,14.59
10/6/1978,1.61,13.82
10/7/1978,1.61,13.15
10/8/1978,1.61,12.48
10/9/1978,1.60,12.19
10/10/1978,1.60,11.33
10/11/1978,1.60,11.62
10/12/1978,1.59,10.94
10/13/1978,1.59,13.54
10/14/1978,1.59,13.44
10/15/1978,1.57,13.63
10/16/1978,1.57,18.05
10/17/1978,1.57,19.68
10/18/1978,1.56,13.44
10/19/1978,1.56,13.15
10/20/1978,1.59,12.29
10/21/1978,2.27,10.37
10/22/1978,1.28,13.92
10/23/1978,1.48,18.24
10/24/1978,1.46,15.36
10/25/1978,1.44,13.54
10/26/1978,1.42,12.00
10/27/1978,1.41,10.56
10/28/1978,1.38,9.98
10/29/1978,1.37,10.85
10/30/1978,1.59,9.60
10/31/1978,1.33,10.27
11/1/1978,1.26,10.08
11/2/1978,1.19,10.66
11/3/1978,1.12,11.33
11/4/1978,1.12,9.60
11/5/1978,1.11,12.96
11/6/1978,1.10,9.43
11/7/1978,1.09,10.37
11/8/1978,1.08,20.26
11/9/1978,1.07,20.93
11/10/1978,1.06,15.74
11/11/1978,1.06,11.81
11/12/1978,1.05,10.46
11/13/1978,1.04,12.19
11/14/1978,1.03,10.75
11/15/1978,1.02,9.02
11/16/1978,1.02,8.14
11/17/1978,1.00,7.43
11/18/1978,1.00,7.93
11/19/1978,0.99,16.13
11/20/1978,0.98,8.44
11/21/1978,0.97,9.30
11/22/1978,0.96,10.18
11/23/1978,0.96,8.27
11/24/1978,0.95,7.56
11/25/1978,0.94,9.79
11/26/1978,0.93,9.70
11/27/1978,0.92,13.15
11/28/1978,0.92,70.27
11/29/1978,0.91,31.97
11/30/1978,1.29,36.19
12/1/1978,2.13,32.35
12/2/1978,1.72,15.74
12/3/1978,2.67,12.29
12/4/1978,7.38,12.00
12/5/1978,47.74,10.75
12/6/1978,22.52,9.55
12/7/1978,9.93,8.75
12/8/1978,6.29,8.83
12/9/1978,4.79,8.04
12/10/1978,4.06,10.37
12/11/1978,12.52,12.86
12/12/1978,15.46,26.30
12/13/1978,9.21,13.73
12/14/1978,6.21,11.90
12/15/1978,5.68,9.98
12/16/1978,4.94,8.63
12/17/1978,4.64,37.25
12/18/1978,4.94,74.11
12/19/1978,6.90,161.28
12/20/1978,7.07,15.65
12/21/1978,11.12,13.54
12/22/1978,7.07,12.96
12/23/1978,8.15,11.33
12/24/1978,5.76,10.08
12/25/1978,6.29,8.64
12/26/1978,5.26,7.44
12/27/1978,8.53,6.49
12/28/1978,9.62,7.34
12/29/1978,7.45,5.70
12/30/1978,6.86,5.35
12/31/1978,6.32,5.17
1/1/1979,11.42,4.92
1/2/1979,14.38,4.70
1/3/1979,6.48,6.84
1/4/1979,5.10,8.38
1/5/1979,6.21,5.63
1/6/1979,5.94,4.84
1/7/1979,4.94,4.60
1/8/1979,4.06,4.42
1/9/1979,7.72,4.67
1/10/1979,5.36,4.37
1/11/1979,5.68,3.99
1/12/1979,5.44,3.85
1/13/1979,5.71,3.72
1/14/1979,4.56,3.59
1/15/1979,4.71,3.94
1/16/1979,4.64,3.72
1/17/1979,4.26,4.76
1/18/1979,3.91,6.91
1/19/1979,3.65,5.00
1/20/1979,4.26,4.30
1/21/1979,3.51,4.08
1/22/1979,3.27,4.01
1/23/1979,3.02,3.94
1/24/1979,2.90,3.80
1/25/1979,3.09,3.67
1/26/1979,3.36,3.53
1/27/1979,4.22,3.40
1/28/1979,4.46,3.26
1/29/1979,6.77,3.13
1/30/1979,8.37,3.00
1/31/1979,6.23,2.86
2/1/1979,10.31,2.73
2/2/1979,10.47,2.97
2/3/1979,20.89,2.89
2/4/1979,12.00,2.89
2/5/1979,7.51,3.39
2/6/1979,5.94,3.05
2/7/1979,4.87,3.32
2/8/1979,4.34,3.29
2/9/1979,3.91,3.11
2/10/1979,3.39,3.29
2/11/1979,3.08,3.17
2/12/1979,3.02,3.00
2/13/1979,3.62,2.83
2/14/1979,5.36,2.73
2/15/1979,3.39,2.69
2/16/1979,3.02,2.71
2/17/1979,2.97,2.62
2/18/1979,2.79,2.57
2/19/1979,4.80,2.53
2/20/1979,6.54,2.91
2/21/1979,4.58,4.68
2/22/1979,4.34,3.17
2/23/1979,3.51,2.83
2/24/1979,4.04,3.77
2/25/1979,4.26,4.78
2/26/1979,3.95,4.68
2/27/1979,3.72,5.80
2/28/1979,3.27,7.33
3/1/1979,3.27,7.44
3/2/1979,3.08,7.75
3/3/1979,2.97,6.17
3/4/1979,2.74,5.43
3/5/1979,2.74,5.34
3/6/1979,2.74,5.49
3/7/1979,2.63,5.00
3/8/1979,2.58,4.71
3/9/1979,2.47,4.61
3/10/1979,2.37,4.52
3/11/1979,2.36,4.96
3/12/1979,2.58,8.41
3/13/1979,2.69,6.21
3/14/1979,2.98,4.99
3/15/1979,6.17,4.45
3/16/1979,5.57,4.15
3/17/1979,3.97,3.60
3/18/1979,3.51,3.51
3/19/1979,3.02,3.44
3/20/1979,2.79,3.35
3/21/1979,2.63,3.26
3/22/1979,2.47,3.18
3/23/1979,2.66,3.10
3/24/1979,2.47,3.01
3/25/1979,2.27,2.93
3/26/1979,2.47,2.84
3/27/1979,2.22,2.76
3/28/1979,2.22,2.68
3/29/1979,2.66,2.59
3/30/1979,2.94,2.52
3/31/1979,2.79,2.43
4/1/1979,2.58,2.72
4/2/1979,2.32,4.88
4/3/1979,3.24,3.52
4/4/1979,7.72,5.78
4/5/1979,30.38,10.18
4/6/1979,10.09,14.50
4/7/1979,14.24,7.90
4/8/1979,15.06,7.44
4/9/1979,13.22,7.00
4/10/1979,12.59,7.00
4/11/1979,21.16,18.72
4/12/1979,16.01,14.02
4/13/1979,23.06,17.28
4/14/1979,14.38,13.54
4/15/1979,9.47,11.04
4/16/1979,14.65,10.18
4/17/1979,11.81,12.19
4/18/1979,8.57,10.85
4/19/1979,6.67,10.46
4/20/1979,5.71,9.70
4/21/1979,4.52,16.32
4/22/1979,3.85,22.37
4/23/1979,4.07,21.02
4/24/1979,3.92,21.02
4/25/1979,3.51,22.08
4/26/1979,2.97,22.66
4/27/1979,3.15,22.56
4/28/1979,6.25,18.62
4/29/1979,6.74,13.92
4/30/1979,4.79,11.81
5/1/1979,6.52,10.85
5/2/1979,9.49,9.70
5/3/1979,7.31,8.38
5/4/1979,5.14,8.90
5/5/1979,4.34,10.08
5/6/1979,3.77,9.60
5/7/1979,4.11,15.07
5/8/1979,3.96,11.04
5/9/1979,4.27,8.89
5/10/1979,5.26,10.37
5/11/1979,7.55,12.48
5/12/1979,12.63,16.61
5/13/1979,9.49,13.34
5/14/1979,11.80,11.81
5/15/1979,8.22,10.85
5/16/1979,5.94,13.25
5/17/1979,7.83,11.81
5/18/1979,11.72,12.77
5/19/1979,7.00,25.82
5/20/1979,6.35,15.55
5/21/1979,6.46,12.48
5/22/1979,5.43,11.81
5/23/1979,4.64,19.97
5/24/1979,4.42,14.30
5/25/1979,3.84,14.30
5/26/1979,3.66,28.80
5/27/1979,4.19,25.73
5/28/1979,12.68,16.80
5/29/1979,7.28,12.86
5/30/1979,5.18,10.27
5/31/1979,4.34,9.98
6/1/1979,3.65,9.98
6/2/1979,3.55,9.42
6/3/1979,3.77,9.42
6/4/1979,3.65,10.94
6/5/1979,3.58,14.69
6/6/1979,3.54,12.48
6/7/1979,4.16,10.37
6/8/1979,4.79,9.70
6/9/1979,6.52,8.89
6/10/1979,10.70,10.85
6/11/1979,8.34,32.35
6/12/1979,6.31,19.20
6/13/1979,5.83,13.92
6/14/1979,5.21,10.56
6/15/1979,5.93,9.70
6/16/1979,4.45,9.02
6/17/1979,4.06,11.52
6/18/1979,3.91,10.27
6/19/1979,5.19,15.36
6/20/1979,4.63,12.67
6/21/1979,5.95,10.75
6/22/1979,7.07,11.81
6/23/1979,13.40,9.98
6/24/1979,9.25,9.42
6/25/1979,8.27,9.13
6/26/1979,6.29,8.89
6/27/1979,5.26,8.63
6/28/1979,6.17,8.38
6/29/1979,5.52,8.13
6/30/1979,7.42,7.90
7/1/1979,5.29,7.90
7/2/1979,4.87,12.29
7/3/1979,4.79,16.61
7/4/1979,4.56,22.37
7/5/1979,5.15,37.34
7/6/1979,4.06,30.05
7/7/1979,4.50,15.94
7/8/1979,4.86,14.30
7/9/1979,5.68,21.22
7/10/1979,4.94,17.28
7/11/1979,5.25,14.30
7/12/1979,5.28,17.47
7/13/1979,4.82,13.54
7/14/1979,4.94,11.81
7/15/1979,4.26,10.85
7/16/1979,5.78,9.98
7/17/1979,5.26,9.15
7/18/1979,4.56,8.38
7/19/1979,4.64,7.66
7/20/1979,4.64,7.00
7/21/1979,4.06,6.38
7/22/1979,4.07,5.82
7/23/1979,5.32,6.59
7/24/1979,5.76,7.00
7/25/1979,4.56,7.44
7/26/1979,3.91,7.26
7/27/1979,3.45,7.07
7/28/1979,3.27,6.89
7/29/1979,3.02,6.73
7/30/1979,3.02,6.55
7/31/1979,3.02,6.38
8/1/1979,2.81,11.33
8/2/1979,5.71,29.95
8/3/1979,5.51,22.94
8/4/1979,3.65,13.25
8/5/1979,3.16,10.56
8/6/1979,3.20,9.70
8/7/1979,3.62,27.07
8/8/1979,8.55,39.46
8/9/1979,8.25,38.02
8/10/1979,5.76,39.46
8/11/1979,4.06,39.17
8/12/1979,3.51,28.13
8/13/1979,3.20,20.74
8/14/1979,6.00,18.62
8/15/1979,8.14,18.14
8/16/1979,5.44,14.59
8/17/1979,5.60,16.32
8/18/1979,4.48,15.55
8/19/1979,4.23,12.86
8/20/1979,3.77,11.23
8/21/1979,3.58,10.85
8/22/1979,3.58,10.08
8/23/1979,3.39,9.19
8/24/1979,3.32,9.38
8/25/1979,3.27,11.04
8/26/1979,3.20,9.98
8/27/1979,3.02,9.42
8/28/1979,3.01,8.89
8/29/1979,3.39,8.38
8/30/1979,4.64,7.80
8/31/1979,8.38,7.26
9/1/1979,19.80,6.75
9/2/1979,14.51,6.27
9/3/1979,7.69,5.82
9/4/1979,6.90,5.39
9/5/1979,13.97,4.99
9/6/1979,7.96,4.62
9/7/1979,5.94,4.26
9/8/1979,6.65,3.94
9/9/1979,5.34,3.83
9/10/1979,4.56,3.76
9/11/1979,4.31,3.66
9/12/1979,4.08,3.55
9/13/1979,3.84,3.38
9/14/1979,3.59,3.44
9/15/1979,3.35,3.56
9/16/1979,3.12,3.68
9/17/1979,2.88,4.49
9/18/1979,2.63,4.95
9/19/1979,2.60,4.99
9/20/1979,2.58,5.77
9/21/1979,2.55,4.49
9/22/1979,2.52,4.21
9/23/1979,2.51,3.94
9/24/1979,2.48,3.68
9/25/1979,2.46,3.68
9/26/1979,2.43,3.56
9/27/1979,2.40,3.44
9/28/1979,2.37,3.57
9/29/1979,4.57,4.65
9/30/1979,7.54,4.49
10/1/1979,3.84,4.21
10/2/1979,3.20,3.94
10/3/1979,2.90,6.13
10/4/1979,7.13,7.25
10/5/1979,16.95,6.60
10/6/1979,9.90,6.94
10/7/1979,16.55,7.52
10/8/1979,15.60,6.00
10/9/1979,8.50,4.95
10/10/1979,6.99,4.69
10/11/1979,6.82,4.49
10/12/1979,6.33,4.40
10/13/1979,5.10,4.28
10/14/1979,5.70,4.18
10/15/1979,5.43,4.07
10/16/1979,4.48,3.97
10/17/1979,3.91,3.87
10/18/1979,3.77,3.77
10/19/1979,3.51,3.68
10/20/1979,3.20,3.72
10/21/1979,3.15,7.17
10/22/1979,2.54,18.34
10/23/1979,2.44,11.71
10/24/1979,2.18,19.87
10/25/1979,2.06,10.46
10/26/1979,1.97,8.38
10/27/1979,1.91,7.00
10/28/1979,2.32,6.19
10/29/1979,2.22,5.64
10/30/1979,2.13,5.89
10/31/1979,2.03,6.19
11/1/1979,1.94,5.82
11/2/1979,1.84,5.27
11/3/1979,1.75,5.11
11/4/1979,1.65,4.79
11/5/1979,1.56,6.21
11/6/1979,1.52,5.79
11/7/1979,1.49,5.75
11/8/1979,1.45,6.36
11/9/1979,1.41,6.17
11/10/1979,1.34,5.79
11/11/1979,1.32,6.17
11/12/1979,1.30,6.11
11/13/1979,1.36,6.05
11/14/1979,2.14,5.98
11/15/1979,1.80,7.16
11/16/1979,1.74,5.98
11/17/1979,1.68,5.62
11/18/1979,1.61,5.27
11/19/1979,1.56,5.16
11/20/1979,1.49,5.04
11/21/1979,1.42,4.92
11/22/1979,1.37,4.80
11/23/1979,1.30,6.17
11/24/1979,1.30,6.57
11/25/1979,1.30,5.27
11/26/1979,1.30,4.91
11/27/1979,1.29,6.74
11/28/1979,1.29,8.19
11/29/1979,1.29,7.56
11/30/1979,1.29,7.20
12/1/1979,1.53,8.75
12/2/1979,1.52,7.87
12/3/1979,1.49,6.57
12/4/1979,1.48,6.97
12/5/1979,1.45,6.36
12/6/1979,1.44,6.36
12/7/1979,1.41,8.53
12/8/1979,1.40,7.87
12/9/1979,1.37,9.70
12/10/1979,1.35,8.59
12/11/1979,1.33,8.67
12/12/1979,1.31,11.04
12/13/1979,1.29,7.87
12/14/1979,1.27,9.37
12/15/1979,1.25,9.79
12/16/1979,1.23,7.57
12/17/1979,1.20,6.57
12/18/1979,3.28,6.93
12/19/1979,4.25,7.41
12/20/1979,3.40,9.31
12/21/1979,5.86,8.10
12/22/1979,3.08,7.64
12/23/1979,2.17,7.34
12/24/1979,1.80,7.56
12/25/1979,1.60,8.28
12/26/1979,1.49,7.70
12/27/1979,3.01,7.20
12/28/1979,2.75,14.98
12/29/1979,1.94,23.42
12/30/1979,1.64,28.03
12/31/1979,1.48,26.21
1/1/1980,1.48,21.79
1/2/1980,1.46,15.46
1/3/1980,1.46,12.29
1/4/1980,1.45,13.15
1/5/1980,1.45,11.62
1/6/1980,1.45,10.18
1/7/1980,1.45,9.89
1/8/1980,1.46,11.52
1/9/1980,1.46,10.18
1/10/1980,1.52,8.37
1/11/1980,2.83,7.72
1/12/1980,2.77,7.43
1/13/1980,4.56,7.22
1/14/1980,3.93,9.45
1/15/1980,2.17,14.21
1/16/1980,1.76,9.39
1/17/1980,1.74,8.68
1/18/1980,1.71,9.22
1/19/1980,1.68,13.63
1/20/1980,2.09,13.44
1/21/1980,3.64,13.63
1/22/1980,2.27,14.88
1/23/1980,2.09,16.13
1/24/1980,2.81,13.82
1/25/1980,3.66,12.48
1/26/1980,3.58,11.14
1/27/1980,4.41,10.56
1/28/1980,3.23,11.52
1/29/1980,4.26,11.71
1/30/1980,3.08,12.10
1/31/1980,2.32,12.10
2/1/1980,2.27,11.90
2/2/1980,1.94,13.25
2/3/1980,3.35,16.99
2/4/1980,4.53,17.38
2/5/1980,7.53,14.21
2/6/1980,5.48,13.44
2/7/1980,3.53,12.67
2/8/1980,5.07,12.10
2/9/1980,4.37,13.25
2/10/1980,3.73,15.55
2/11/1980,3.85,19.97
2/12/1980,3.02,12.48
2/13/1980,2.69,11.71
2/14/1980,2.50,10.94
2/15/1980,3.15,6.19
2/16/1980,4.15,5.91
2/17/1980,3.12,5.86
2/18/1980,3.24,6.17
2/19/1980,3.27,6.11
2/20/1980,5.87,5.88
2/21/1980,4.99,6.31
2/22/1980,5.33,6.04
2/23/1980,7.45,6.53
2/24/1980,22.52,7.50
2/25/1980,20.48,6.43
2/26/1980,27.13,5.73
2/27/1980,26.18,6.04
2/28/1980,15.60,10.08
2/29/1980,10.51,8.14
3/1/1980,7.55,10.46
3/2/1980,6.43,12.96
3/3/1980,6.43,11.90
3/4/1980,5.17,9.39
3/5/1980,7.53,9.03
3/6/1980,8.86,8.13
3/7/1980,8.25,7.66
3/8/1980,5.51,6.58
3/9/1980,4.30,6.58
3/10/1980,3.59,9.03
3/11/1980,3.39,10.18
3/12/1980,3.01,12.48
3/13/1980,3.08,17.47
3/14/1980,3.08,12.29
3/15/1980,2.90,14.50
3/16/1980,2.79,12.86
3/17/1980,3.08,20.16
3/18/1980,3.05,39.65
3/19/1980,3.09,30.34
3/20/1980,3.42,21.50
3/21/1980,3.66,20.74
3/22/1980,3.15,27.07
3/23/1980,2.79,18.91
3/24/1980,2.41,17.66
3/25/1980,2.24,21.70
3/26/1980,2.52,21.79
3/27/1980,2.58,19.30
3/28/1980,2.69,17.66
3/29/1980,2.69,23.90
3/30/1980,2.63,24.19
3/31/1980,3.02,26.98
4/1/1980,3.87,18.05
4/2/1980,3.93,14.98
4/3/1980,3.27,12.77
4/4/1980,3.08,12.86
4/5/1980,2.85,17.47
4/6/1980,2.69,23.62
4/7/1980,3.02,26.59
4/8/1980,3.57,22.85
4/9/1980,4.53,31.49
4/10/1980,2.79,39.07
4/11/1980,2.59,35.90
4/12/1980,2.39,28.22
4/13/1980,2.18,23.52
4/14/1980,1.98,22.85
4/15/1980,1.94,20.16
4/16/1980,2.17,19.78
4/17/1980,2.12,19.30
4/18/1980,1.95,43.20
4/19/1980,2.27,16.80
4/20/1980,2.08,15.17
4/21/1980,2.43,15.17
4/22/1980,3.12,14.69
4/23/1980,2.36,17.09
4/24/1980,1.84,15.17
4/25/1980,2.08,14.30
4/26/1980,4.91,14.69
4/27/1980,3.57,15.17
4/28/1980,3.87,15.17
4/29/1980,3.07,14.69
4/30/1980,3.89,21.70
5/1/1980,2.69,16.32
5/2/1980,2.27,15.55
5/3/1980,2.17,28.61
5/4/1980,2.12,28.70
5/5/1980,1.94,24.10
5/6/1980,2.02,22.75
5/7/1980,2.25,21.22
5/8/1980,5.59,27.07
5/9/1980,4.20,21.70
5/10/1980,4.84,19.10
5/11/1980,3.53,36.19
5/12/1980,2.90,36.29
5/13/1980,2.69,36.86
5/14/1980,2.36,29.47
5/15/1980,2.97,27.07
5/16/1980,3.26,24.67
5/17/1980,2.58,23.52
5/18/1980,2.62,23.52
5/19/1980,2.93,24.10
5/20/1980,2.58,21.22
5/21/1980,2.58,18.91
5/22/1980,4.53,18.05
5/23/1980,6.66,17.66
5/24/1980,3.66,21.79
5/25/1980,7.24,19.10
5/26/1980,5.56,16.80
5/27/1980,7.11,16.80
5/28/1980,7.98,17.28
5/29/1980,4.96,16.80
5/30/1980,3.87,17.28
5/31/1980,3.15,16.80
6/1/1980,3.19,33.60
6/2/1980,4.76,43.68
6/3/1980,6.94,46.18
6/4/1980,7.91,34.56
6/5/1980,9.52,27.46
6/6/1980,11.33,25.25
6/7/1980,16.68,23.14
6/8/1980,10.77,20.06
6/9/1980,7.73,19.10
6/10/1980,5.78,18.14
6/11/1980,4.83,17.66
6/12/1980,4.00,17.18
6/13/1980,3.69,32.35
6/14/1980,3.65,82.18
6/15/1980,3.59,90.91
6/16/1980,3.12,57.31
6/17/1980,2.85,40.80
6/18/1980,2.69,35.81
6/19/1980,2.58,94.08
6/20/1980,2.36,285.12
6/21/1980,2.36,103.68
6/22/1980,2.48,50.88
6/23/1980,2.89,34.85
6/24/1980,3.35,27.46
6/25/1980,3.20,23.14
6/26/1980,2.97,20.06
6/27/1980,2.69,18.14
6/28/1980,2.69,18.14
6/29/1980,2.69,23.90
6/30/1980,6.56,50.78
7/1/1980,7.81,16.70
7/2/1980,6.82,16.22
7/3/1980,6.40,16.22
7/4/1980,7.61,16.22
7/5/1980,5.70,17.66
7/6/1980,6.46,12.29
7/7/1980,5.25,10.66
7/8/1980,11.91,9.79
7/9/1980,17.50,8.64
7/10/1980,11.26,7.34
7/11/1980,8.25,6.17
7/12/1980,6.24,5.53
7/13/1980,5.51,11.04
7/14/1980,5.22,11.42
7/15/1980,6.16,33.50
7/16/1980,4.99,23.71
7/17/1980,4.45,22.66
7/18/1980,3.66,20.06
7/19/1980,3.39,21.02
7/20/1980,3.53,78.72
7/21/1980,5.43,72.10
7/22/1980,4.41,24.29
7/23/1980,3.59,13.15
7/24/1980,3.39,9.70
7/25/1980,3.04,8.69
7/26/1980,3.34,7.48
7/27/1980,2.90,6.51
7/28/1980,7.31,5.84
7/29/1980,9.85,5.84
7/30/1980,10.32,5.84
7/31/1980,22.24,5.41
8/1/1980,14.11,5.21
8/2/1980,8.14,4.81
8/3/1980,6.05,4.63
8/4/1980,5.68,4.44
8/5/1980,5.33,4.44
8/6/1980,5.33,4.38
8/7/1980,5.43,5.88
8/8/1980,5.68,5.84
8/9/1980,4.99,5.00
8/10/1980,5.00,4.62
8/11/1980,22.38,4.44
8/12/1980,25.09,4.25
8/13/1980,18.45,4.07
8/14/1980,13.54,3.58
8/15/1980,12.51,10.27
8/16/1980,38.38,10.85
8/17/1980,116.51,9.12
8/18/1980,42.32,6.21
8/19/1980,20.75,4.74
8/20/1980,12.70,4.21
8/21/1980,9.85,3.86
8/22/1980,8.44,3.71
8/23/1980,7.23,4.62
8/24/1980,6.52,4.62
8/25/1980,5.68,4.88
8/26/1980,5.33,4.88
8/27/1980,13.97,5.15
8/28/1980,8.67,5.15
8/29/1980,7.03,5.42
8/30/1980,9.16,11.14
8/31/1980,10.47,46.37
9/1/1980,11.41,34.75
9/2/1980,7.84,26.78
9/3/1980,6.82,26.78
9/4/1980,6.24,26.78
9/5/1980,5.51,21.60
9/6/1980,4.68,16.99
9/7/1980,3.93,16.90
9/8/1980,3.53,15.26
9/9/1980,3.53,12.58
9/10/1980,3.39,12.19
9/11/1980,4.52,11.04
9/12/1980,4.60,10.18
9/13/1980,3.80,9.60
9/14/1980,3.66,8.83
9/15/1980,3.27,8.16
9/16/1980,25.91,7.58
9/17/1980,43.54,6.91
9/18/1980,14.65,6.24
9/19/1980,7.93,5.98
9/20/1980,5.86,23.62
9/21/1980,5.25,26.30
9/22/1980,4.52,14.02
9/23/1980,3.93,12.19
9/24/1980,3.53,11.81
9/25/1980,3.53,20.74
9/26/1980,3.53,19.68
9/27/1980,3.27,17.86
9/28/1980,3.15,15.74
9/29/1980,2.90,12.96
9/30/1980,2.79,10.75
10/1/1980,2.69,9.40
10/2/1980,2.69,9.40
10/3/1980,2.64,9.40
10/4/1980,3.53,8.74
10/5/1980,3.53,9.06
10/6/1980,3.02,9.06
10/7/1980,2.79,12.19
10/8/1980,2.69,32.83
10/9/1980,2.58,16.99
10/10/1980,2.47,14.11
10/11/1980,2.17,18.24
10/12/1980,6.24,22.66
10/13/1980,6.62,20.64
10/14/1980,5.59,35.81
10/15/1980,3.80,34.46
10/16/1980,2.90,42.05
10/17/1980,2.58,31.49
10/18/1980,2.36,24.67
10/19/1980,2.27,31.30
10/20/1980,2.32,33.98
10/21/1980,2.27,34.46
10/22/1980,2.21,24.67
10/23/1980,2.21,18.72
10/24/1980,2.17,16.99
10/25/1980,2.17,15.26
10/26/1980,2.17,13.73
10/27/1980,3.53,14.50
10/28/1980,27.13,16.13
10/29/1980,19.80,18.53
10/30/1980,11.64,14.50
10/31/1980,12.38,16.22
11/1/1980,14.24,17.95
11/2/1980,9.81,16.51
11/3/1980,7.45,16.03
11/4/1980,6.33,18.05
11/5/1980,6.99,18.05
11/6/1980,5.34,15.65
11/7/1980,4.87,13.34
11/8/1980,4.48,35.04
11/9/1980,4.26,33.22
11/10/1980,3.91,26.59
11/11/1980,3.91,18.43
11/12/1980,3.84,14.88
11/13/1980,3.84,13.34
11/14/1980,3.77,12.77
11/15/1980,3.77,12.19
11/16/1980,3.91,11.62
11/17/1980,4.79,11.04
11/18/1980,10.04,10.37
11/19/1980,4.94,9.79
11/20/1980,4.19,9.24
11/21/1980,3.77,8.65
11/22/1980,3.77,26.98
11/23/1980,3.91,10.37
11/24/1980,3.39,11.23
11/25/1980,3.20,10.18
11/26/1980,2.90,9.79
11/27/1980,2.69,9.22
11/28/1980,2.63,9.03
11/29/1980,3.65,9.49
11/30/1980,3.39,9.50
12/1/1980,3.08,11.90
12/2/1980,3.08,10.66
12/3/1980,2.90,10.18
12/4/1980,2.83,11.90
12/5/1980,9.21,10.37
12/6/1980,4.79,21.79
12/7/1980,2.79,17.76
12/8/1980,3.39,14.88
12/9/1980,6.99,13.92
12/10/1980,9.02,15.84
12/11/1980,13.97,16.32
12/12/1980,15.19,15.84
12/13/1980,19.26,16.22
12/14/1980,13.39,19.78
12/15/1980,8.06,19.10
12/16/1980,10.69,14.88
12/17/1980,12.41,13.34
12/18/1980,10.04,11.14
12/19/1980,7.16,13.73
12/20/1980,6.99,13.06
12/21/1980,6.12,10.56
12/22/1980,5.26,10.18
12/23/1980,4.79,9.48
12/24/1980,5.43,8.99
12/25/1980,4.48,8.48
12/26/1980,5.68,7.97
12/27/1980,5.10,7.47
12/28/1980,4.87,8.05
12/29/1980,6.21,11.62
12/30/1980,10.04,10.94
12/31/1980,11.94,9.35
1/1/1981,10.15,8.43
1/2/1981,8.82,7.87
1/3/1981,7.16,12.29
1/4/1981,7.07,10.08
1/5/1981,9.02,8.80
1/6/1981,9.62,9.98
1/7/1981,10.36,8.07
1/8/1981,8.25,7.37
1/9/1981,6.73,7.08
1/10/1981,5.43,7.08
1/11/1981,5.34,8.07
1/12/1981,4.79,7.95
1/13/1981,4.41,7.22
1/14/1981,4.48,6.89
1/15/1981,3.97,6.84
1/16/1981,3.32,7.03
1/17/1981,3.15,7.03
1/18/1981,3.11,11.04
1/19/1981,2.98,9.70
1/20/1981,2.92,7.70
1/21/1981,2.85,6.60
1/22/1981,2.78,17.76
1/23/1981,2.73,12.00
1/24/1981,2.69,9.48
1/25/1981,2.62,8.43
1/26/1981,2.58,7.86
1/27/1981,3.05,7.51
1/28/1981,6.29,7.47
1/29/1981,5.76,8.55
1/30/1981,6.39,13.54
1/31/1981,7.60,13.25
2/1/1981,6.81,11.42
2/2/1981,6.12,9.58
2/3/1981,6.48,9.48
2/4/1981,6.81,12.19
2/5/1981,7.51,11.62
2/6/1981,8.44,16.99
2/7/1981,9.93,13.34
2/8/1981,12.04,14.02
2/9/1981,10.58,12.38
2/10/1981,10.80,10.85
